,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
1138,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300614227/,Москва,sale,flat,5,7,3,116.8,357500000.0,Тверской, Большая Дмитровка,7/5С2,Театральная,Советник
1139,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/282559741/,Москва,sale,flat,2,6,3,150.0,362868619.0,Хамовники,Бутиковский переулок,5,Парк Культуры,Бутиковский 5
1140,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/296313943/,Москва,sale,flat,6,8,-1,192.7,400000000.0,Арбат,Большой Афанасьевский переулок,28,Арбатская,
1141,Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/309328234/,Москва,sale,flat,6,8,4,206.5,450000000.0,Арбат,Большой Афанасьевский переулок,28,Арбатская,
1142,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/281039961/,Москва,sale,flat,6,6,-1,347.5,902267919.0,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке
1143,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300812075/,Москва,sale,flat,5,7,-1,724.0,1961451999.0,Хамовники,Пречистенская набережная,17-19,Кропоткинская,Barkli Plaza
1144,Мария Кочерыгина,realtor,https://www.cian.ru/sale/flat/308493653/,Москва,sale,flat,1,5,2,38.8,9250000.0,Южное Тушино,Лодочная ,31С1,Сходненская,
1145,TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/297704043/,Москва,sale,flat,15,21,1,36.5,17500000.0,Головинский,Кронштадтский бульвар,к1/2,Водный стадион,Кронштадтский 9
1146,Estes,real_estate_agent,https://www.cian.ru/sale/flat/307590621/,Москва,sale,flat,18,22,1,43.2,18700000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
1147,Евгения Турнаева,realtor,https://www.cian.ru/sale/flat/309657686/,Москва,sale,flat,6,12,2,55.0,21800000.0,Проспект Вернадского, Коштоянца,33,Проспект Вернадского,
1148,Prime,real_estate_agent,https://www.cian.ru/sale/flat/306015204/,Москва,sale,flat,1,5,2,58.8,24400000.0,Таганский,Таганская ,24С5,Марксистская,
1149,TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/303926631/,Москва,sale,flat,21,31,3,69.3,25400000.0,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
1150,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/309380388/,Москва,sale,flat,22,42,1,47.7,28000000.0,Котловка,Севастопольский проспект,22А,Крымская,Eniteo
1151,Arkhipov team,real_estate_agent,https://www.cian.ru/sale/flat/309447343/,Москва,sale,flat,10,20,1,44.2,28730000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
1152,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302727288/,Москва,sale,flat,11,15,2,53.0,30500000.0,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк
1153,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297159878/,Москва,sale,flat,14,19,-1,40.0,32800000.0,Красносельский,проспект Академика Сахарова,11,Красные ворота,RED7
1154,Prime,real_estate_agent,https://www.cian.ru/sale/flat/303047605/,Москва,sale,flat,31,39,4,85.0,42000000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья
1155,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300707953/,Москва,sale,flat,8,11,3,55.1,43000000.0,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft
1156,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306081332/,Москва,sale,flat,8,37,3,66.3,45900000.0,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
1157,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308358535/,Москва,sale,flat,19,53,2,75.0,51500000.0,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
1158,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302620422/,Москва,sale,flat,11,13,2,77.0,64000000.0,Аэропорт,Ленинградский проспект,36с36,Динамо,ВТБ Арена парк
1159,Prime,real_estate_agent,https://www.cian.ru/sale/flat/305869279/,Москва,sale,flat,14,34,3,84.7,72000000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
1160,Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/303920462/,Москва,sale,flat,17,78,2,92.0,73000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
1161,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306439668/,Москва,sale,flat,6,19,3,106.0,73500000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
1162,ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/308901319/,Москва,sale,flat,59,85,2,90.3,75000000.0,Пресненский,1-й Красногвардейский проезд,21с1,Москва-Сити,
1163,Trust Realty,real_estate_agent,https://www.cian.ru/sale/flat/300759739/,Москва,sale,flat,4,6,2,73.8,84000000.0,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
1164,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306666243/,Москва,sale,flat,2,19,3,90.0,87000000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
1165,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305051855/,Москва,sale,flat,6,7,3,100.0,117900000.0,Арбат,1-й Смоленский переулок,21,Смоленская,Smolensky De Luxe
1166,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301968782/,Москва,sale,flat,26,36,3,123.0,147480000.0,Беговой,Ленинградский проспект,34А,Динамо,Комплекс апартаментов Alcon Tower
1167,Prime,real_estate_agent,https://www.cian.ru/sale/flat/305150347/,Москва,sale,flat,44,44,3,136.0,150000000.0,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
1168,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308136699/,Москва,sale,flat,4,7,3,132.3,172000000.0,Хамовники,Еропкинский переулок,16/23,Парк Культуры,Еропкинский 16
1169,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/236960194/,Москва,sale,flat,3,3,4,170.0,171500000.0,Мещанский,переулок Печатников,12,Трубная,Печатников 12
1170,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/305062335/,Москва,sale,flat,2,12,4,190.5,175000000.0,Раменки, Улофа Пальме,7,Минская,Lake House
1171,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298055135/,Москва,sale,flat,4,9,4,140.0,185000000.0,Таганский,Котельническая набережная,21,Таганская,Симфония набережных
1172,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/229252131/,Москва,sale,flat,6,10,4,182.0,190000000.0,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре
1173,Prime,real_estate_agent,https://www.cian.ru/sale/flat/296811937/,Москва,sale,flat,4,4,-1,246.0,250000000.0,Хамовники, Плющиха,22,Смоленская,
1174,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/309128401/,Москва,sale,flat,19,19,5,340.6,330000000.0,Раменки,Ломоносовский проспект,25к3,Университет,Dominion
1175,ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/307536912/,Москва,sale,flat,4,4,1,17.5,6130000.0,Марфино,Малая Ботаническая ,10А,Фонвизинская,
1176,МИЭЛЬ Офис Пречистенка,real_estate_agent,https://www.cian.ru/sale/flat/308117485/,Москва,sale,flat,2,16,1,22.64,6350000.0,Молжаниновский,Ленинградское шоссе,229Ак2,Новоподрезково,Молжаниново
1177,Новые Ватутинки,developer,https://www.cian.ru/sale/flat/297843640/,Москва,sale,flat,12,14,1,25.7,7417020.0,, 3-я Нововатутинская,15к1,Кедровая,"Новые Ватутинки, мкр. Центральный"
1178,Неля Рогозина,realtor,https://www.cian.ru/sale/flat/309374659/,Москва,sale,flat,5,16,1,36.0,10900000.0,Северное Тушино, Вилиса Лациса,21К3,Планерная,
1179,Колди,developer,https://www.cian.ru/sale/flat/302241111/,Москва,sale,flat,12,21,1,38.59,12348506.0,Нижегородский,Автомобильный проезд,4,Калитники,N’ice Loft
1180,ID 98566399,homeowner,https://www.cian.ru/sale/flat/304204891/,Москва,sale,flat,2,9,3,59.6,15800000.0,Солнцево, 50 лет Октября,23К2,Говорово,
1181,Юлия Мамаева,realtor,https://www.cian.ru/sale/flat/308479614/,Москва,sale,flat,7,9,3,58.0,15800000.0,Чертаново Южное,Россошанская ,11К3,Улица Академика Янгеля,
1182,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/305342526/,Москва,sale,flat,11,27,1,41.4,16490000.0,Лефортово, Золоторожский Вал,,Серп и Молот,Символ
1183,Apsis Globe,developer,https://www.cian.ru/sale/flat/283700420/,Москва,sale,flat,6,21,2,72.5,16900000.0,Тропарево-Никулино,Востряковское шоссе,7с3,Озёрная,Комплекс апартаментов CITIMIX
1184,ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/308397152/,Москва,sale,flat,4,9,3,60.0,17500000.0,Теплый Стан, Академика Виноградова,6,Генерала Тюленева,
1185,Sezar Group,developer,https://www.cian.ru/sale/flat/303106303/,Москва,sale,flat,2,51,1,37.01,18505000.0,Хорошевский,2-й Хорошевский проезд,7С15,Хорошёвская,SEZAR CITY
1186,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/305393019/,Москва,sale,flat,8,14,1,41.4,19900000.0,Лефортово,проезд Шелихова,3,Площадь Ильича,Символ
1187,VSN Group,real_estate_agent,https://www.cian.ru/sale/flat/309334811/,Москва,sale,flat,4,12,2,43.3,22500000.0,Даниловский,2-я оч.,к2,ЗИЛ,Shagal
1188,Sezar Group,developer,https://www.cian.ru/sale/flat/303106768/,Москва,sale,flat,23,51,1,44.29,23385120.0,Хорошевский,2-й Хорошевский проезд,7С18,Хорошёвская,SEZAR CITY
1189,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/309034468/,Москва,sale,flat,21,30,2,51.6,24600000.0,Ховрино, Дыбенко,7/1,Ховрино,Discovery Park
1190,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306509259/,Москва,sale,flat,23,42,1,41.0,25000000.0,Котловка,Севастопольский проспект,22А,Крымская,Eniteo
1191,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297075052/,Москва,sale,flat,50,55,2,42.47,26900000.0,Марьина роща, 4-я Марьиной рощи,12С4,Марьина Роща,Mod
1192,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296569807/,Москва,sale,flat,50,55,2,42.62,26900000.0,Марьина роща, 4-я Марьиной рощи,12С4,Марьина Роща,Mod
1193,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/299638719/,Москва,sale,flat,8,22,2,70.5,27650000.0,Печатники,Южнопортовая ,,Угрешская,Portland
1194,Павел Михайлов,realtor,https://www.cian.ru/sale/flat/307212010/,Москва,sale,flat,8,27,2,74.3,28000000.0,Даниловский,набережная Марка Шагала,11к2,ЗИЛ,Shagal
1195,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/sale/flat/308068486/,Москва,sale,flat,2,33,3,64.0,29000000.0,Хорошево-Мневники,Причальный проезд,10к2,Шелепиха,Level Причальный
1196,Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/307949989/,Москва,sale,flat,3,14,3,68.0,31000000.0,Даниловский, Архитектора Щусева,2к2,ЗИЛ,ЗИЛАРТ
1197,КРОСТ,developer,https://www.cian.ru/sale/flat/296745489/,Москва,sale,flat,25,28,3,77.6,32126400.0,Хорошево-Мневники, Генерала Глаголева,,Народное Ополчение,CRYSTAL Трилогия
